"userid","outlet_type","brand_name","business_category","date"
3683155,"online","foodpanda","Food & Restaurants","2023-05-19"
3683162,"online","foodpanda","Food & Restaurants","2023-05-18"
3683162,"online","foodpanda","Food & Restaurants","2023-05-30"
3683163,"online","foodpanda","Food & Restaurants","2023-05-19"
3683168,"online","Daraz","Market Place","2023-06-12"
3683172,"online","foodpanda","Food & Restaurants","2023-05-19"
3683177,"online","foodpanda","Food & Restaurants","2023-05-19"
3683183,"online","foodpanda","Food & Restaurants","2023-05-19"
3683190,"online","foodpanda","Food & Restaurants","2023-05-19"
3683195,"online","foodpanda","Food & Restaurants","2023-05-18"
3683198,"online","Daraz","Market Place","2023-06-18"
3683200,"online","Daraz","Market Place","2023-05-25"
3683200,"online","Daraz","Market Place","2023-06-05"
3683200,"online","Daraz","Market Place","2023-06-10"
3683200,"online","Daraz","Market Place","2023-06-12"
3683209,"online","foodpanda","Food & Restaurants","2023-05-19"
3683210,"online","Telenor","Services & Utilities","2023-05-18"
3683213,"online","foodpanda","Food & Restaurants","2023-05-19"
3683220,"online","Krave Mart","Stores & Grocery","2023-05-31"
3683220,"online","Krave Mart","Stores & Grocery","2023-06-18"
3683221,"online","foodpanda","Food & Restaurants","2023-05-18"
3683221,"online","foodpanda","Food & Restaurants","2023-06-19"
3683225,"online","Telenor","Services & Utilities","2023-05-19"
3683226,"online","Metro Cash & Carry","Stores & Grocery","2023-05-18"
3683226,"online","Metro Cash & Carry","Stores & Grocery","2023-06-13"
3683231,"online","foodpanda","Food & Restaurants","2023-05-19"
3683232,"online","Daraz","Market Place","2023-05-19"
3683239,"online","foodpanda","Food & Restaurants","2023-05-18"
3683240,"online","Daraz","Market Place","2023-05-18"
3683240,"online","Daraz","Market Place","2023-06-12"
3683240,"online","Daraz","Market Place","2023-06-19"
3683240,"online","Daraz","Market Place","2023-07-04"
3683240,"online","Daraz","Market Place","2023-07-14"
3683240,"online","Daraz","Market Place","2023-07-19"
3683241,"online","AliExpress","Market Place","2023-07-12"
3683251,"online","foodpanda","Food & Restaurants","2023-05-19"
3683253,"online","Daraz","Market Place","2023-06-20"
3683266,"online","foodpanda","Food & Restaurants","2023-05-18"
3683267,"online","foodpanda","Food & Restaurants","2023-05-19"
3683297,"online","foodpanda","Food & Restaurants","2023-05-18"
3683306,"online","GrocerApp","Stores & Grocery","2023-05-20"
3683306,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3683308,"online","foodpanda","Food & Restaurants","2023-05-18"
3683313,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683320,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683324,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683331,"online","foodpanda","Food & Restaurants","2023-05-19"
3683336,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683337,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683341,"online","foodpanda","Food & Restaurants","2023-05-18"
3683342,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683355,"online","foodpanda","Food & Restaurants","2023-05-26"
3683355,"online","foodpanda","Food & Restaurants","2023-05-30"
3683355,"online","foodpanda","Food & Restaurants","2023-06-03"
3683356,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683357,"online","foodpanda","Food & Restaurants","2023-07-10"
3683372,"online","elo","Fashion","2023-05-18"
3683377,"online","foodpanda","Food & Restaurants","2023-05-18"
3683400,"online","foodpanda","Food & Restaurants","2023-05-18"
3683403,"online","foodpanda","Food & Restaurants","2023-06-04"
3683430,"online","foodpanda","Food & Restaurants","2023-05-18"
3683440,"online","Metro Cash & Carry","Stores & Grocery","2023-05-18"
3683445,"online","Daraz","Market Place","2023-05-18"
3683465,"online","foodpanda","Food & Restaurants","2023-05-19"
3683469,"online","foodpanda","Food & Restaurants","2023-05-18"
3683475,"online","foodpanda","Food & Restaurants","2023-05-18"
3683477,"online","Daraz","Market Place","2023-07-08"
3683477,"online","Daraz","Market Place","2023-07-09"
3683483,"online","foodpanda","Food & Restaurants","2023-05-19"
3683488,"online","foodpanda","Food & Restaurants","2023-05-19"
3683499,"online","foodpanda","Food & Restaurants","2023-05-19"
3683501,"online","foodpanda","Food & Restaurants","2023-05-18"
3683501,"online","foodpanda","Food & Restaurants","2023-05-30"
3683501,"online","foodpanda","Food & Restaurants","2023-06-05"
3683506,"instore","OPTP","Food & Restaurants","2023-06-09"
3683506,"instore","OPTP","Food & Restaurants","2023-06-11"
3683506,"instore","OPTP","Food & Restaurants","2023-06-13"
3683506,"instore","OPTP","Food & Restaurants","2023-06-15"
3683506,"instore","OPTP","Food & Restaurants","2023-06-19"
3683507,"online","Pizza Max","Food & Restaurants","2023-06-03"
3683507,"online","Pizza Max","Food & Restaurants","2023-07-02"
3683513,"online","foodpanda","Food & Restaurants","2023-05-19"
3683516,"online","foodpanda","Food & Restaurants","2023-05-26"
3683516,"online","foodpanda","Food & Restaurants","2023-07-20"
3683526,"online","foodpanda","Food & Restaurants","2023-05-19"
3683529,"online","Daraz","Market Place","2023-05-18"
3683529,"online","Daraz","Market Place","2023-05-20"
3683529,"online","Daraz","Market Place","2023-06-12"
3683535,"online","foodpanda","Food & Restaurants","2023-05-19"
3683537,"online","ChiltanPure","Health, Beauty & Gifts","2023-05-19"
3683544,"online","foodpanda","Food & Restaurants","2023-05-19"
3683547,"online","foodpanda","Food & Restaurants","2023-05-18"
3683551,"online","foodpanda","Food & Restaurants","2023-05-19"
3683554,"online","foodpanda","Food & Restaurants","2023-05-19"
3683560,"online","foodpanda","Food & Restaurants","2023-05-19"
3683566,"online","California Pizza","Food & Restaurants","2023-05-18"
3683587,"online","foodpanda","Food & Restaurants","2023-05-18"
3683587,"online","foodpanda","Food & Restaurants","2023-05-22"
3683589,"online","foodpanda","Food & Restaurants","2023-05-19"
3683599,"online","Daraz","Market Place","2023-05-20"
3683600,"online","foodpanda","Food & Restaurants","2023-05-18"
3683614,"online","foodpanda","Food & Restaurants","2023-05-18"
3683618,"online","foodpanda","Food & Restaurants","2023-05-29"
3683619,"online","Daraz","Market Place","2023-05-18"
3683621,"online","Daraz","Market Place","2023-05-18"
3683624,"online","Daraz","Market Place","2023-05-19"
3683624,"online","Daraz","Market Place","2023-05-20"
3683624,"online","Daraz","Market Place","2023-05-21"
3683627,"online","Daraz","Market Place","2023-06-16"
3683627,"online","Daraz","Market Place","2023-06-18"
3683632,"online","foodpanda","Food & Restaurants","2023-05-18"
3683638,"online","foodpanda","Food & Restaurants","2023-05-18"
3683648,"online","foodpanda","Food & Restaurants","2023-05-18"
3683648,"online","foodpanda","Food & Restaurants","2023-05-24"
3683659,"online","foodpanda","Food & Restaurants","2023-05-21"
3683662,"instore","Karachi Haleem","Food & Restaurants","2023-05-27"
3683664,"online","Daraz","Market Place","2023-05-25"
3683673,"online","foodpanda","Food & Restaurants","2023-05-18"
3683678,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-18"
3683683,"online","SAYA","Fashion","2023-05-19"
3683698,"online","foodpanda","Food & Restaurants","2023-05-21"
3683698,"online","foodpanda","Food & Restaurants","2023-06-21"
3683699,"online","foodpanda","Food & Restaurants","2023-05-18"
3683699,"online","foodpanda","Food & Restaurants","2023-05-21"
3683701,"instore","Dvago","Health & Fitness","2023-05-19"
3683701,"instore","Karachi Broast","Food & Restaurants","2023-06-14"
3683702,"online","foodpanda","Food & Restaurants","2023-07-15"
3683713,"online","foodpanda","Food & Restaurants","2023-06-03"
3683723,"online","Daraz","Market Place","2023-05-26"
3683723,"online","Daraz","Market Place","2023-06-19"
3683723,"online","foodpanda","Food & Restaurants","2023-07-02"
3683735,"online","California Pizza","Food & Restaurants","2023-05-18"
3683744,"online","foodpanda","Food & Restaurants","2023-05-20"
3683752,"online","foodpanda","Food & Restaurants","2023-05-25"
3683752,"online","foodpanda","Food & Restaurants","2023-05-30"
3683752,"online","foodpanda","Food & Restaurants","2023-06-10"
3683752,"online","foodpanda","Food & Restaurants","2023-06-12"
3683752,"online","foodpanda","Food & Restaurants","2023-06-16"
3683752,"online","foodpanda","Food & Restaurants","2023-06-21"
3683752,"online","foodpanda","Food & Restaurants","2023-06-22"
3683752,"online","foodpanda","Food & Restaurants","2023-06-23"
3683752,"online","foodpanda","Food & Restaurants","2023-06-24"
3683752,"online","foodpanda","Food & Restaurants","2023-06-25"
3683752,"online","foodpanda","Food & Restaurants","2023-07-27"
3683770,"online","Telenor","Services & Utilities","2023-05-18"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-05-19"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-05-20"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-05-27"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-06-04"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-06-10"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-06-12"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-06-13"
3683772,"instore","Karachi Haleem","Food & Restaurants","2023-06-17"
3683773,"online","Daraz","Market Place","2023-05-18"
3683783,"online","AliExpress","Market Place","2023-06-17"
3683783,"online","Daraz","Market Place","2023-05-19"
3683783,"online","Daraz","Market Place","2023-05-29"
3683789,"online","Pizza Max","Food & Restaurants","2023-05-18"
3683798,"online","Krave Mart","Stores & Grocery","2023-05-18"
3683807,"online","foodpanda","Food & Restaurants","2023-05-18"
3683807,"online","foodpanda","Food & Restaurants","2023-05-20"
3683807,"online","foodpanda","Food & Restaurants","2023-05-21"
3683807,"online","foodpanda","Food & Restaurants","2023-05-24"
3683807,"online","foodpanda","Food & Restaurants","2023-05-27"
3683807,"online","foodpanda","Food & Restaurants","2023-06-05"
3683807,"online","foodpanda","Food & Restaurants","2023-06-06"
3683817,"online","Telemart","Electronics & Home Appliances","2023-05-21"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-06"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-07"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-11"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-12"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-13"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-14"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-15"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-18"
3683817,"online","Telemart","Electronics & Home Appliances","2023-07-19"
3683824,"online","Krave Mart","Stores & Grocery","2023-06-02"
3683824,"online","foodpanda","Food & Restaurants","2023-06-01"
3683846,"online","Bachaa Party","Fashion","2023-05-18"
3683850,"online","Simply Sufi","Stores & Grocery","2023-05-19"
3683851,"online","Telenor","Services & Utilities","2023-05-19"
3683873,"online","Telenor","Services & Utilities","2023-05-19"
3683887,"online","foodpanda","Food & Restaurants","2023-05-23"
3683912,"instore","OPTP","Food & Restaurants","2023-05-19"
3683912,"instore","OPTP","Food & Restaurants","2023-06-06"
3683912,"instore","OPTP","Food & Restaurants","2023-06-08"
3683912,"instore","OPTP","Food & Restaurants","2023-06-21"
3683912,"instore","OPTP","Food & Restaurants","2023-06-24"
3683912,"instore","OPTP","Food & Restaurants","2023-07-02"
3683912,"instore","OPTP","Food & Restaurants","2023-07-23"
3683912,"instore","OPTP","Food & Restaurants","2023-07-29"
3683944,"online","elo","Fashion","2023-05-19"
3683966,"instore","IDEAS","Fashion","2023-05-21"
3683966,"online","Daraz","Market Place","2023-06-05"
3683966,"online","Shield Corporation Limited","Stores & Grocery","2023-05-19"
3683969,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3683973,"instore","Dvago","Health & Fitness","2023-05-19"
3683976,"online","foodpanda","Food & Restaurants","2023-05-19"
3683988,"online","foodpanda","Food & Restaurants","2023-05-19"
3683988,"online","foodpanda","Food & Restaurants","2023-05-31"
3683988,"online","foodpanda","Food & Restaurants","2023-06-02"
3683988,"online","foodpanda","Food & Restaurants","2023-06-10"
3683988,"online","foodpanda","Food & Restaurants","2023-06-12"
3684008,"online","Daraz","Market Place","2023-05-19"
3684012,"instore","Karachi Broast","Food & Restaurants","2023-05-18"
3684012,"instore","Karachi Broast","Food & Restaurants","2023-05-20"
3684012,"instore","Karachi Broast","Food & Restaurants","2023-05-26"
3684012,"instore","Karachi Broast","Food & Restaurants","2023-05-27"
3684021,"instore","Pizza Max","Food & Restaurants","2023-05-18"
3684030,"online","foodpanda","Food & Restaurants","2023-05-26"
3684046,"online","Kuchi's","Food & Restaurants","2023-05-21"
3684046,"online","elo","Fashion","2023-05-20"
3684057,"online","Rehmat-e-Shereen","Food & Restaurants","2023-05-19"
3684060,"online","Daraz","Market Place","2023-05-19"
3684061,"online","foodpanda","Food & Restaurants","2023-05-29"
3684065,"online","foodpanda","Food & Restaurants","2023-07-16"
3684073,"online","Daraz","Market Place","2023-05-19"
3684074,"online","Daraz","Market Place","2023-06-03"
3684074,"online","Daraz","Market Place","2023-06-11"
3684074,"online","Daraz","Market Place","2023-07-02"
3684074,"online","Naheed.pk","Stores & Grocery","2023-05-19"
3684074,"online","Pizza Max","Food & Restaurants","2023-06-03"
3684074,"online","Pizza Max","Food & Restaurants","2023-06-04"
3684074,"online","foodpanda","Food & Restaurants","2023-05-31"
3684103,"online","Simply Sufi","Stores & Grocery","2023-05-19"
3684141,"online","Jazaa","Stores & Grocery","2023-05-19"
3684141,"online","Jazaa","Stores & Grocery","2023-07-01"
3684141,"online","Jazaa","Stores & Grocery","2023-07-22"
3684147,"online","foodpanda","Food & Restaurants","2023-05-19"
3684152,"online","Daraz","Market Place","2023-05-19"
3684152,"online","elo","Fashion","2023-05-19"
3684153,"online","Telenor","Services & Utilities","2023-05-19"
3684155,"online","foodpanda","Food & Restaurants","2023-05-19"
3684160,"online","foodpanda","Food & Restaurants","2023-05-27"
3684165,"online","foodpanda","Food & Restaurants","2023-05-27"
3684182,"online","foodpanda","Food & Restaurants","2023-05-27"
3684186,"online","Pizza Max","Food & Restaurants","2023-06-18"
3684186,"online","foodpanda","Food & Restaurants","2023-05-19"
3684186,"online","foodpanda","Food & Restaurants","2023-05-23"
3684186,"online","foodpanda","Food & Restaurants","2023-05-26"
3684186,"online","foodpanda","Food & Restaurants","2023-05-27"
3684186,"online","foodpanda","Food & Restaurants","2023-06-02"
3684186,"online","foodpanda","Food & Restaurants","2023-06-16"
3684186,"online","foodpanda","Food & Restaurants","2023-07-15"
3684192,"online","foodpanda","Food & Restaurants","2023-05-19"
3684196,"online","foodpanda","Food & Restaurants","2023-05-27"
3684197,"online","Daraz","Market Place","2023-05-29"
3684199,"online","Telenor","Services & Utilities","2023-05-19"
3684208,"online","Telenor","Services & Utilities","2023-05-19"
3684210,"online","foodpanda","Food & Restaurants","2023-05-27"
3684215,"online","Telenor","Services & Utilities","2023-05-19"
3684224,"online","Telenor","Services & Utilities","2023-05-19"
3684234,"online","foodpanda","Food & Restaurants","2023-05-27"
3684236,"online","Telenor","Services & Utilities","2023-05-19"
3684239,"online","Daraz","Market Place","2023-05-19"
3684243,"online","Telenor","Services & Utilities","2023-05-19"
3684246,"online","Daraz","Market Place","2023-05-19"
3684255,"online","Telenor","Services & Utilities","2023-05-19"
3684256,"online","foodpanda","Food & Restaurants","2023-06-09"
3684258,"online","foodpanda","Food & Restaurants","2023-05-27"
3684262,"online","Telenor","Services & Utilities","2023-05-19"
3684268,"online","foodpanda","Food & Restaurants","2023-05-27"
3684276,"online","foodpanda","Food & Restaurants","2023-05-27"
3684277,"online","Telenor","Services & Utilities","2023-05-19"
3684288,"online","Telenor","Services & Utilities","2023-05-19"
3684297,"online","Telenor","Services & Utilities","2023-05-19"
3684308,"online","Telenor","Services & Utilities","2023-05-19"
3684312,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684313,"online","foodpanda","Food & Restaurants","2023-05-27"
3684323,"online","Telenor","Services & Utilities","2023-05-19"
3684329,"online","foodpanda","Food & Restaurants","2023-06-01"
3684330,"online","Telenor","Services & Utilities","2023-05-19"
3684335,"online","Telenor","Services & Utilities","2023-05-19"
3684337,"online","foodpanda","Food & Restaurants","2023-05-27"
3684339,"online","Jazaa","Stores & Grocery","2023-05-19"
3684351,"online","Daraz","Market Place","2023-05-19"
3684351,"online","Daraz","Market Place","2023-06-08"
3684351,"online","Daraz","Market Place","2023-06-27"
3684351,"online","Daraz","Market Place","2023-07-22"
3684351,"online","Daraz","Market Place","2023-07-31"
3684353,"online","foodpanda","Food & Restaurants","2023-05-27"
3684361,"online","Jenpharm","Health & Fitness","2023-05-19"
3684362,"online","Daraz","Market Place","2023-05-21"
3684366,"online","Daraz","Market Place","2023-06-06"
3684366,"online","Daraz","Market Place","2023-06-07"
3684366,"online","Daraz","Market Place","2023-06-26"
3684366,"online","Daraz","Market Place","2023-07-14"
3684366,"online","Daraz","Market Place","2023-07-15"
3684375,"online","foodpanda","Food & Restaurants","2023-05-21"
3684386,"online","foodpanda","Food & Restaurants","2023-05-27"
3684396,"online","foodpanda","Food & Restaurants","2023-05-19"
3684397,"online","foodpanda","Food & Restaurants","2023-05-27"
3684398,"online","Daraz","Market Place","2023-05-19"
3684401,"online","foodpanda","Food & Restaurants","2023-05-19"
3684422,"online","Jenpharm","Health & Fitness","2023-05-19"
3684422,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-20"
3684427,"online","foodpanda","Food & Restaurants","2023-05-27"
3684428,"online","foodpanda","Food & Restaurants","2023-05-19"
3684436,"online","VINCE","Health, Beauty & Gifts","2023-05-19"
3684444,"online","foodpanda","Food & Restaurants","2023-05-27"
3684454,"online","foodpanda","Food & Restaurants","2023-05-19"
3684459,"online","Simply Sufi","Stores & Grocery","2023-05-19"
3684462,"online","foodpanda","Food & Restaurants","2023-06-15"
3684462,"online","foodpanda","Food & Restaurants","2023-07-07"
3684468,"online","foodpanda","Food & Restaurants","2023-05-27"
3684474,"online","Daraz","Market Place","2023-05-19"
3684484,"online","foodpanda","Food & Restaurants","2023-05-19"
3684488,"online","Daraz","Market Place","2023-05-28"
3684489,"online","Dari Mooch","Health, Beauty & Gifts","2023-07-29"
3684489,"online","IDEAS","Fashion","2023-05-19"
3684489,"online","IDEAS","Fashion","2023-05-24"
3684489,"online","IDEAS","Fashion","2023-05-29"
3684489,"online","IDEAS","Fashion","2023-06-01"
3684493,"online","SPAR","Stores & Grocery","2023-05-19"
3684499,"online","foodpanda","Food & Restaurants","2023-05-19"
3684502,"online","Simply Sufi","Stores & Grocery","2023-05-20"
3684503,"online","foodpanda","Food & Restaurants","2023-05-27"
3684509,"online","foodpanda","Food & Restaurants","2023-05-19"
3684521,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684531,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684538,"online","foodpanda","Food & Restaurants","2023-05-27"
3684539,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684541,"online","foodpanda","Food & Restaurants","2023-05-27"
3684543,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684546,"online","Daraz","Market Place","2023-05-20"
3684549,"online","foodpanda","Food & Restaurants","2023-05-28"
3684553,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684555,"online","foodpanda","Food & Restaurants","2023-05-28"
3684558,"online","Daraz","Market Place","2023-05-20"
3684559,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684569,"online","foodpanda","Food & Restaurants","2023-05-20"
3684570,"online","Daraz","Market Place","2023-05-26"
3684573,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684575,"online","foodpanda","Food & Restaurants","2023-05-28"
3684577,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684580,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684580,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3684589,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684589,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3684592,"online","ChiltanPure","Health, Beauty & Gifts","2023-05-26"
3684594,"online","foodpanda","Food & Restaurants","2023-05-28"
3684595,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684599,"online","Metro Cash & Carry","Stores & Grocery","2023-05-19"
3684604,"online","foodpanda","Food & Restaurants","2023-05-28"
3684606,"online","foodpanda","Food & Restaurants","2023-05-19"
3684608,"online","foodpanda","Food & Restaurants","2023-06-02"
3684614,"online","foodpanda","Food & Restaurants","2023-05-28"
3684623,"online","foodpanda","Food & Restaurants","2023-06-05"
3684629,"online","foodpanda","Food & Restaurants","2023-05-19"
3684629,"online","foodpanda","Food & Restaurants","2023-05-21"
3684629,"online","foodpanda","Food & Restaurants","2023-05-24"
3684630,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3684656,"online","foodpanda","Food & Restaurants","2023-05-19"
3684656,"online","foodpanda","Food & Restaurants","2023-05-24"
3684672,"online","Daraz","Market Place","2023-05-19"
3684681,"online","foodpanda","Food & Restaurants","2023-05-19"
3684690,"online","Telenor","Services & Utilities","2023-05-19"
3684709,"online","Krave Mart","Stores & Grocery","2023-06-29"
3684709,"online","foodpanda","Food & Restaurants","2023-05-30"
3684741,"online","foodpanda","Food & Restaurants","2023-05-19"
3684751,"online","foodpanda","Food & Restaurants","2023-05-19"
3684758,"online","Naheed.pk","Stores & Grocery","2023-05-21"
3684759,"online","foodpanda","Food & Restaurants","2023-05-19"
3684770,"online","Krave Mart","Stores & Grocery","2023-05-29"
3684770,"online","Krave Mart","Stores & Grocery","2023-05-30"
3684770,"online","Krave Mart","Stores & Grocery","2023-06-19"
3684770,"online","Krave Mart","Stores & Grocery","2023-07-16"
3684770,"online","Krave Mart","Stores & Grocery","2023-07-17"
3684770,"online","foodpanda","Food & Restaurants","2023-05-31"
3684770,"online","foodpanda","Food & Restaurants","2023-06-04"
3684770,"online","foodpanda","Food & Restaurants","2023-06-05"
3684770,"online","foodpanda","Food & Restaurants","2023-06-06"
3684770,"online","foodpanda","Food & Restaurants","2023-06-11"
3684770,"online","foodpanda","Food & Restaurants","2023-06-17"
3684770,"online","foodpanda","Food & Restaurants","2023-06-18"
3684776,"online","foodpanda","Food & Restaurants","2023-05-19"
3684777,"instore","Pizza Max","Food & Restaurants","2023-05-19"
3684777,"instore","Pizza Max","Food & Restaurants","2023-05-20"
3684777,"instore","Pizza Max","Food & Restaurants","2023-05-23"
3684777,"instore","Pizza Max","Food & Restaurants","2023-05-25"
3684777,"instore","Pizza Max","Food & Restaurants","2023-05-26"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-01"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-02"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-03"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-04"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-13"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-16"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-18"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-19"
3684777,"instore","Pizza Max","Food & Restaurants","2023-06-22"
3684780,"online","Daraz","Market Place","2023-05-19"
3684790,"online","foodpanda","Food & Restaurants","2023-05-19"
3684792,"online","foodpanda","Food & Restaurants","2023-05-20"
3684795,"online","IDEAS","Fashion","2023-05-19"
3684801,"online","foodpanda","Food & Restaurants","2023-05-19"
3684804,"online","Daraz","Market Place","2023-05-21"
3684805,"online","foodpanda","Food & Restaurants","2023-05-19"
3684823,"online","foodpanda","Food & Restaurants","2023-05-20"
3684840,"online","AliExpress","Market Place","2023-05-30"
3684857,"instore","California Pizza","Food & Restaurants","2023-07-02"
3684861,"online","foodpanda","Food & Restaurants","2023-05-20"
3684868,"online","foodpanda","Food & Restaurants","2023-05-19"
3684868,"online","foodpanda","Food & Restaurants","2023-05-23"
3684868,"online","foodpanda","Food & Restaurants","2023-05-27"
3684868,"online","foodpanda","Food & Restaurants","2023-06-01"
3684868,"online","foodpanda","Food & Restaurants","2023-06-04"
3684868,"online","foodpanda","Food & Restaurants","2023-06-11"
3684868,"online","foodpanda","Food & Restaurants","2023-06-13"
3684874,"online","Daraz","Market Place","2023-05-19"
3684882,"online","Daraz","Market Place","2023-05-21"
3684882,"online","Daraz","Market Place","2023-05-22"
3684882,"online","Daraz","Market Place","2023-05-25"
3684882,"online","Daraz","Market Place","2023-05-27"
3684882,"online","Daraz","Market Place","2023-05-29"
3684882,"online","Daraz","Market Place","2023-06-11"
3684908,"instore","California Pizza","Food & Restaurants","2023-06-06"
3684908,"instore","Dvago","Health & Fitness","2023-07-16"
3684908,"instore","Pie in the Sky","Food & Restaurants","2023-05-24"
3684908,"instore","Pie in the Sky","Food & Restaurants","2023-06-18"
3684908,"online","AliExpress","Market Place","2023-05-19"
3684908,"online","AliExpress","Market Place","2023-05-25"
3684908,"online","Krave Mart","Stores & Grocery","2023-05-24"
3684912,"online","AliExpress","Market Place","2023-05-19"
3684921,"online","Daraz","Market Place","2023-05-19"
3684921,"online","Daraz","Market Place","2023-05-20"
3684929,"online","OD","Food & Restaurants","2023-05-19"
3684929,"online","Red Apple","Food & Restaurants","2023-07-11"
3684929,"online","foodpanda","Food & Restaurants","2023-05-27"
3684929,"online","foodpanda","Food & Restaurants","2023-06-11"
3684939,"online","Daraz","Market Place","2023-05-20"
3684939,"online","Daraz","Market Place","2023-05-26"
3684948,"instore","OPTP","Food & Restaurants","2023-05-20"
3684948,"instore","OPTP","Food & Restaurants","2023-05-21"
3684948,"instore","OPTP","Food & Restaurants","2023-05-24"
3684948,"instore","OPTP","Food & Restaurants","2023-06-01"
3684948,"instore","OPTP","Food & Restaurants","2023-06-05"
3684972,"online","Krave Mart","Stores & Grocery","2023-05-20"
3684973,"online","Daraz","Market Place","2023-05-19"
3684974,"online","California Pizza","Food & Restaurants","2023-05-19"
3684976,"instore","Dvago","Health & Fitness","2023-06-17"
3684976,"instore","IDEAS","Fashion","2023-06-05"
3684976,"instore","IDEAS","Fashion","2023-06-18"
3684977,"online","foodpanda","Food & Restaurants","2023-05-20"
3684989,"online","Daraz","Market Place","2023-05-22"
3684993,"online","elo","Fashion","2023-05-22"
3684999,"online","foodpanda","Food & Restaurants","2023-05-25"
3684999,"online","foodpanda","Food & Restaurants","2023-06-02"
3684999,"online","foodpanda","Food & Restaurants","2023-06-08"
3685005,"instore","Dairy Feast","Food & Restaurants","2023-05-19"
3685089,"online","Krave Mart","Stores & Grocery","2023-07-13"
3685089,"online","Krave Mart","Stores & Grocery","2023-07-24"
3685089,"online","foodpanda","Food & Restaurants","2023-07-13"
3685089,"online","foodpanda","Food & Restaurants","2023-07-20"
3685113,"online","AliExpress","Market Place","2023-06-23"
3685113,"online","Daraz","Market Place","2023-07-09"
3685113,"online","elo","Fashion","2023-05-20"
3685114,"online","AliExpress","Market Place","2023-05-20"
3685114,"online","Daraz","Market Place","2023-06-12"
3685117,"online","foodpanda","Food & Restaurants","2023-05-21"
3685122,"online","Daraz","Market Place","2023-05-20"
3685123,"online","Daraz","Market Place","2023-05-22"
3685123,"online","foodpanda","Food & Restaurants","2023-05-20"
3685123,"online","foodpanda","Food & Restaurants","2023-06-06"
3685123,"online","foodpanda","Food & Restaurants","2023-06-10"
3685131,"online","Daraz","Market Place","2023-05-23"
3685131,"online","Daraz","Market Place","2023-05-25"
3685135,"online","Ailaaj","Health & Fitness","2023-05-20"
3685177,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685181,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685182,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685184,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685187,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685189,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
